"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Female"	"F"	"25-34 years"	"25-34"	878	1315276	66.8
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Female"	"F"	"35-44 years"	"35-44"	1630	1194941	136.4
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Female"	"F"	"45-54 years"	"45-54"	4362	1336314	326.4
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Female"	"F"	"55-64 years"	"55-64"	8453	1266437	667.5
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Female"	"F"	"65-74 years"	"65-74"	12438	796100	1562.4
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Female"	"F"	"75-84 years"	"75-84"	21384	504719	4236.8
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Female"	"F"	"85+ years"	"85+"	39409	289525	13611.6
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"< 1 year"	"1"	961	141125	681.0
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"1-4 years"	"1-4"	188	576603	32.6
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"5-9 years"	"5-9"	96	727666	13.2
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"10-14 years"	"10-14"	134	717611	18.7
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"15-19 years"	"15-19"	504	727718	69.3
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"20-24 years"	"20-24"	1020	779417	130.9
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"25-34 years"	"25-34"	2032	1371606	148.1
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"35-44 years"	"35-44"	2560	1220998	209.7
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"45-54 years"	"45-54"	6642	1319156	503.5
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"55-64 years"	"55-64"	13205	1223923	1078.9
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"65-74 years"	"65-74"	16414	719219	2282.2
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"75-84 years"	"75-84"	21622	377489	5727.8
	"Census Region 2: Midwest"	"CENS-R2"	"Kansas"	"20"	"Male"	"M"	"85+ years"	"85+"	23349	147551	15824.4
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"< 1 year"	"1"	1038	236821	438.3
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"1-4 years"	"1-4"	185	965555	19.2
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"5-9 years"	"5-9"	126	1233758	10.2
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"10-14 years"	"10-14"	130	1217602	10.7
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"15-19 years"	"15-19"	294	1233970	23.8
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"20-24 years"	"20-24"	423	1239917	34.1
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"25-34 years"	"25-34"	1258	2545714	49.4
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"35-44 years"	"35-44"	2256	2323214	97.1
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"45-54 years"	"45-54"	6116	2692738	227.1
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"55-64 years"	"55-64"	12047	2439431	493.8
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"65-74 years"	"65-74"	19063	1503213	1268.2
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"75-84 years"	"75-84"	32989	904968	3645.3
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Female"	"F"	"85+ years"	"85+"	69388	529890	13094.8
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"< 1 year"	"1"	1360	248169	548.0
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"1-4 years"	"1-4"	217	1009397	21.5
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"5-9 years"	"5-9"	162	1284526	12.6
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"10-14 years"	"10-14"	205	1274036	16.1
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"15-19 years"	"15-19"	713	1288113	55.4
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"20-24 years"	"20-24"	1281	1291689	99.2
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"25-34 years"	"25-34"	2748	2620459	104.9
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"35-44 years"	"35-44"	3725	2378987	156.6
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"45-54 years"	"45-54"	9929	2696134	368.3
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"55-64 years"	"55-64"	19596	2399712	816.6
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"65-74 years"	"65-74"	25180	1379526	1825.3
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"75-84 years"	"75-84"	35599	701689	5073.3
	"Census Region 2: Midwest"	"CENS-R2"	"Minnesota"	"27"	"Male"	"M"	"85+ years"	"85+"	41086	267561	15355.8
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"< 1 year"	"1"	1470	255840	574.6
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"1-4 years"	"1-4"	261	1040800	25.1
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"5-9 years"	"5-9"	161	1333541	12.1
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"10-14 years"	"10-14"	179	1342832	13.3
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"15-19 years"	"15-19"	496	1375198	36.1
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"20-24 years"	"20-24"	845	1473228	57.4
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"25-34 years"	"25-34"	2316	2784486	83.2
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"35-44 years"	"35-44"	4130	2585138	159.8
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"45-54 years"	"45-54"	10967	2973472	368.8
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"55-64 years"	"55-64"	20961	2810326	745.9
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"65-74 years"	"65-74"	31711	1882284	1684.7
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"75-84 years"	"75-84"	49744	1122694	4430.8
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Female"	"F"	"85+ years"	"85+"	77573	572694	13545.3
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"< 1 year"	"1"	1948	268738	724.9
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"1-4 years"	"1-4"	364	1092309	33.3
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"5-9 years"	"5-9"	201	1392452	14.4
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"10-14 years"	"10-14"	276	1407206	19.6
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"15-19 years"	"15-19"	1277	1451081	88.0
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"20-24 years"	"20-24"	2380	1515431	157.1
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"25-34 years"	"25-34"	5232	2788001	187.7
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"35-44 years"	"35-44"	6850	2555996	268.0
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"45-54 years"	"45-54"	16972	2892424	586.8
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"55-64 years"	"55-64"	32243	2614377	1233.3
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"65-74 years"	"65-74"	40285	1649830	2441.8
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"75-84 years"	"75-84"	49697	836646	5940.0
	"Census Region 2: Midwest"	"CENS-R2"	"Missouri"	"29"	"Male"	"M"	"85+ years"	"85+"	44186	280880	15731.3
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"< 1 year"	"1"	444	89444	496.4
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"1-4 years"	"1-4"	90	359615	25.0
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"5-9 years"	"5-9"	54	450325	12.0
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"10-14 years"	"10-14"	67	435445	15.4
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"15-19 years"	"15-19"	137	440324	31.1
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"20-24 years"	"20-24"	185	459967	40.2
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"25-34 years"	"25-34"	447	858696	52.1
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"35-44 years"	"35-44"	902	772516	116.8
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"45-54 years"	"45-54"	2442	851267	286.9
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"55-64 years"	"55-64"	4844	814832	594.5
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"65-74 years"	"65-74"	7320	511646	1430.7
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"75-84 years"	"75-84"	13542	336081	4029.4
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Female"	"F"	"85+ years"	"85+"	25720	190757	13483.1
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"< 1 year"	"1"	548	94040	582.7
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"1-4 years"	"1-4"	104	377915	27.5
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"5-9 years"	"5-9"	57	473133	12.0
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"10-14 years"	"10-14"	69	454525	15.2
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"15-19 years"	"15-19"	300	460391	65.2
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"20-24 years"	"20-24"	502	482714	104.0
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"25-34 years"	"25-34"	1064	899950	118.2
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"35-44 years"	"35-44"	1426	796661	179.0
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"45-54 years"	"45-54"	3641	855988	425.4
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"55-64 years"	"55-64"	7566	793318	953.7
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"65-74 years"	"65-74"	9894	466827	2119.4
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"75-84 years"	"75-84"	14247	251384	5667.4
	"Census Region 2: Midwest"	"CENS-R2"	"Nebraska"	"31"	"Male"	"M"	"85+ years"	"85+"	15382	97173	15829.5
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"< 1 year"	"1"	202	35739	565.2
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"1-4 years"	"1-4"	26	135276	19.2
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"5-9 years"	"5-9"	12	155866	7.7 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"10-14 years"	"10-14"	19	143664	13.2 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"15-19 years"	"15-19"	59	162012	36.4
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"20-24 years"	"20-24"	81	214622	37.7
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"25-34 years"	"25-34"	235	333505	70.5
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"35-44 years"	"35-44"	386	266505	144.8
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"45-54 years"	"45-54"	871	313269	278.0
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"55-64 years"	"55-64"	1629	306613	531.3
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"65-74 years"	"65-74"	2566	186826	1373.5
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"75-84 years"	"75-84"	4891	132259	3698.0
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Female"	"F"	"85+ years"	"85+"	10175	81615	12467.1
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"< 1 year"	"1"	261	37078	703.9
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"1-4 years"	"1-4"	42	141468	29.7
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"5-9 years"	"5-9"	27	164374	16.4
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"10-14 years"	"10-14"	18	150511	12.0 (Unreliable)
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"15-19 years"	"15-19"	156	176329	88.5
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"20-24 years"	"20-24"	297	248547	119.5
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"25-34 years"	"25-34"	563	390031	144.3
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"35-44 years"	"35-44"	689	295506	233.2
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"45-54 years"	"45-54"	1518	325471	466.4
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"55-64 years"	"55-64"	2966	320551	925.3
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"65-74 years"	"65-74"	3677	179841	2044.6
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"75-84 years"	"75-84"	5384	99623	5404.4
	"Census Region 2: Midwest"	"CENS-R2"	"North Dakota"	"38"	"Male"	"M"	"85+ years"	"85+"	6079	41763	14555.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"< 1 year"	"1"	233	41232	565.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"1-4 years"	"1-4"	51	165083	30.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"5-9 years"	"5-9"	32	200290	16.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"10-14 years"	"10-14"	43	188515	22.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"15-19 years"	"15-19"	99	193255	51.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"20-24 years"	"20-24"	108	201451	53.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"25-34 years"	"25-34"	279	371621	75.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"35-44 years"	"35-44"	477	323904	147.3
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"45-54 years"	"45-54"	1144	380285	300.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"55-64 years"	"55-64"	2097	377116	556.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"65-74 years"	"65-74"	3249	236642	1373.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"75-84 years"	"75-84"	5897	157261	3749.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Female"	"F"	"85+ years"	"85+"	11908	95516	12467.0
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"< 1 year"	"1"	329	43428	757.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"1-4 years"	"1-4"	69	173294	39.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"5-9 years"	"5-9"	39	211695	18.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"10-14 years"	"10-14"	50	199385	25.1
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"15-19 years"	"15-19"	198	207051	95.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"20-24 years"	"20-24"	306	217938	140.4
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"25-34 years"	"25-34"	596	400716	148.7
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"35-44 years"	"35-44"	829	342270	242.2
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"45-54 years"	"45-54"	1816	387279	468.9
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"55-64 years"	"55-64"	3638	381415	953.8
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"65-74 years"	"65-74"	4641	227544	2039.6
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"75-84 years"	"75-84"	6452	121404	5314.5
	"Census Region 2: Midwest"	"CENS-R2"	"South Dakota"	"46"	"Male"	"M"	"85+ years"	"85+"	7349	48285	15220.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"< 1 year"	"1"	275	37492	733.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"1-4 years"	"1-4"	36	153323	23.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"5-9 years"	"5-9"	14	196019	7.1 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"10-14 years"	"10-14"	26	196151	13.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"15-19 years"	"15-19"	53	212568	24.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"20-24 years"	"20-24"	105	221689	47.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"25-34 years"	"25-34"	359	422921	84.9
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"35-44 years"	"35-44"	600	401053	149.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"45-54 years"	"45-54"	1623	475592	341.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"55-64 years"	"55-64"	3050	449995	677.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"65-74 years"	"65-74"	4507	322432	1397.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"75-84 years"	"75-84"	6952	173053	4017.3
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Female"	"F"	"85+ years"	"85+"	10679	80068	13337.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"< 1 year"	"1"	323	39176	824.5
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"1-4 years"	"1-4"	36	159134	22.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"5-9 years"	"5-9"	26	200444	13.0
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"10-14 years"	"10-14"	35	203774	17.2
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"15-19 years"	"15-19"	158	217290	72.7
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"20-24 years"	"20-24"	312	223826	139.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"25-34 years"	"25-34"	767	417413	183.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"35-44 years"	"35-44"	961	380508	252.6
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"45-54 years"	"45-54"	2453	441130	556.1
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"55-64 years"	"55-64"	4364	397666	1097.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"65-74 years"	"65-74"	5811	279138	2081.8
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"75-84 years"	"75-84"	7259	135749	5347.4
	"Census Region 3: South"	"CENS-R3"	"Delaware"	"10"	"Male"	"M"	"85+ years"	"85+"	6323	41731	15151.8
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"< 1 year"	"1"	215	30219	711.5
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"1-4 years"	"1-4"	30	106141	28.3
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"5-9 years"	"5-9"	16	104365	15.3 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"10-14 years"	"10-14"	10	89408	11.2 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"15-19 years"	"15-19"	35	140413	24.9
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"20-24 years"	"20-24"	67	229333	29.2
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"25-34 years"	"25-34"	247	533079	46.3
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"35-44 years"	"35-44"	454	314765	144.2
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"45-54 years"	"45-54"	1313	267804	490.3
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"55-64 years"	"55-64"	2360	254505	927.3
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"65-74 years"	"65-74"	2623	162070	1618.4
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"75-84 years"	"75-84"	3451	90904	3796.3
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Female"	"F"	"85+ years"	"85+"	5900	53017	11128.5
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"< 1 year"	"1"	286	31277	914.4
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"1-4 years"	"1-4"	34	110387	30.8
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"5-9 years"	"5-9"	12	105450	11.4 (Unreliable)
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"15-19 years"	"15-19"	119	126510	94.1
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"20-24 years"	"20-24"	275	193072	142.4
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"25-34 years"	"25-34"	556	472759	117.6
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"35-44 years"	"35-44"	694	312997	221.7
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"45-54 years"	"45-54"	1763	268938	655.5
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"55-64 years"	"55-64"	3387	221483	1529.2
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"65-74 years"	"65-74"	3212	126038	2548.4
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"75-84 years"	"75-84"	3134	58890	5321.8
	"Census Region 3: South"	"CENS-R3"	"District of Columbia"	"11"	"Male"	"M"	"85+ years"	"85+"	3059	23433	13054.2
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"< 1 year"	"1"	4186	742772	563.6
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"1-4 years"	"1-4"	729	2985662	24.4
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"5-9 years"	"5-9"	401	3804888	10.5
	"Census Region 3: South"	"CENS-R3"	"Florida"	"12"	"Female"	"F"	"10-14 years"	"10-14"	477	3900955	12.2
